,Id,Company,Model,Horsepower,Torque,Transmission Type,Drivetrain,Fuel Economy,Number of Doors,Price,Model Year Range,Body Type,Engine Type,Number of Cylinders,Seats,Fuel Type,Colour
382,cb9d3cbf-e2d5-45da-b488-4cfeb7fd6119,Chevrolet,Cruze,153 hp,138 lb-ft,6-speed manual or CVT automatic,Front-wheel drive,29 city / 39 highway,4,"Starting at $19,995",2016-present,Sedan,4-cylinder,4,2,Diesel,"['white', 'blue', 'black', 'silver', 'grey']"
383,178aaf4c-d5a7-499a-bcd7-4963b445168b,Chevrolet,Equinox,170 hp,174 lb-ft,9-speed automatic,Front-wheel drive or all-wheel drive,26 city / 31 highway,5,"Starting at $25,295",2023-present,SUV,4-cylinder,4,5,Diesel,"['red', 'white', 'blue', 'black', 'silver', 'grey', 'green', 'silver', 'brown']"
384,47f44e15-d196-4061-b389-87397208b28e,Chevrolet,Silverado 1500,355 hp,383 lb-ft,10-speed automatic,Rear-wheel drive or four-wheel drive,18 city / 24 highway,4,"Starting at $25,995",1998-present,Truck,V8,8,7,CNG,"['red', 'white', 'blue', 'silver', 'yellow', 'brown']"
385,b02801a8-d7dc-49b5-9490-7db1a6352450,Chevrolet,Silverado 2500HD,420 hp,460 lb-ft,6-speed automatic,Rear-wheel drive or four-wheel drive,16 city / 22 highway,4,"Starting at $35,295",1999-present,Truck,V8,8,4,Diesel,"['white', 'black', 'silver', 'grey', 'silver']"
386,8031b905-9396-4f99-bd13-dcea2eccd8a1,Chevrolet,Suburban,355 hp,383 lb-ft,10-speed automatic,Rear-wheel drive or four-wheel drive,17 city / 23 highway,8,"Starting at $51,995",1935-present,SUV,V8,8,7,Diesel,"['white', 'black', 'silver', 'brown']"
387,0c2c0a3d-4154-4243-b156-35a3127935ad,Chevrolet,Tahoe,355 hp,383 lb-ft,10-speed automatic,Rear-wheel drive or four-wheel drive,17 city / 23 highway,8,"Starting at $49,995",1995-present,SUV,V8,8,5,CNG,"['blue', 'black', 'grey', 'green', 'yellow', 'brown']"
388,329d63de-135b-4787-8748-02aba8e5adca,Chevrolet,Trax,138 hp,148 lb-ft,CVT automatic,Front-wheel drive,28 city / 33 highway,5,"Starting at $20,995",2013-present,SUV,4-cylinder,4,5,CNG,"['white', 'blue', 'silver', 'grey', 'green']"
389,03c30d93-c01e-4ecb-a325-d894a1b49dcb,Chevrolet,Trailblazer,230 hp,258 lb-ft,9-speed automatic,Front-wheel drive or all-wheel drive,22 city / 29 highway,5,"Starting at $25,995",2020-present,SUV,4-cylinder,4,2,Diesel,"['white', 'black', 'silver', 'yellow']"
390,34c5b22b-4860-4d02-a83d-6ba8ad7671d8,Renault,Arkana,148 hp,148 lb-ft,CVT automatic,Front-wheel drive,29 city / 39 highway,5,"Starting at $23,990",2022-present,SUV,4-cylinder,4,2,Petrol,"['red', 'white', 'yellow', 'silver']"
391,cf1401c2-8866-4aa1-8a62-746c9692ff7e,Renault,Clio,138 hp,148 lb-ft,CVT automatic,Front-wheel drive,30 city / 40 highway,5,"Starting at $19,990",2020-present,Hatchback,4-cylinder,4,7,Diesel,"['silver', 'green', 'yellow', 'brown']"
392,948aaba4-4720-4c0c-ba2d-0736d7d457f0,Renault,Captur,148 hp,148 lb-ft,CVT automatic,Front-wheel drive,29 city / 39 highway,5,"Starting at $22,990",2022-present,SUV,4-cylinder,4,7,Diesel,"['black', 'green', 'yellow', 'silver']"
393,f34beeb7-0a0a-4e28-aa19-f9a3ce8b92b0,Renault,Koleos,181 hp,184 lb-ft,CVT automatic,Front-wheel drive or all-wheel drive,25 city / 31 highway,5,"Starting at $28,990",2017-present,SUV,4-cylinder,4,7,Petrol,"['red', 'white', 'blue', 'green', 'yellow', 'brown']"
394,0cadf259-c95f-4d0a-9b1e-88aa5028cc8f,Renault,Megane,181 hp,184 lb-ft,CVT automatic,Front-wheel drive,27 city / 34 highway,5,"Starting at $26,990",2016-present,Sedan,4-cylinder,4,4,CNG,"['red', 'blue', 'grey', 'green', 'yellow', 'silver', 'brown']"
395,0ed5c8e5-2505-4e0d-b708-bb31b4fb7943,Renault,Zoe,134 hp,184 lb-ft,Single-speed automatic,Front-wheel drive,93 city / 97 highway,5,"Starting at $29,990",2013-present,Electric car,Electric,0,4,Diesel,"['blue', 'silver', 'green', 'silver']"
396,16069c68-1cf5-4e38-8fb0-9f83d9961678,Tata Motors,Punch,85 bhp,113 Nm,5-speed manual,Front-wheel drive,19.84 kmpl,5,4.59 lakhs,2020-present,SUV,1.2L naturally aspirated petrol,3,7,Diesel,"['red', 'silver', 'silver']"
397,b0dc3a22-6003-4e47-80b1-78e0018e7277,Tata Motors,Nexon,108 bhp,170 Nm,"6-speed manual, AMT",Front-wheel drive,20.5 kmpl,5,6.49 lakhs,2017-present,SUV,"1.2L turbocharged petrol, 1.5L turbocharged diesel","3, 4",7,Diesel,"['blue', 'grey', 'yellow']"
398,cf1ca444-498a-4294-ad7e-37bd403f0069,Tata Motors,Harrier,170 bhp,350 Nm,"6-speed manual, 6-speed automatic",All-wheel drive,13.1 kmpl,5,14.69 lakhs,2019-present,SUV,2.0L turbocharged petrol,4,5,CNG,"['red', 'white', 'grey', 'green', 'yellow', 'silver', 'brown']"
399,cc888ec1-f888-4028-813e-d54f1e274eb5,Tata Motors,Safari,170 bhp,350 Nm,"6-speed manual, 6-speed automatic",All-wheel drive,12.7 kmpl,7,24.69 lakhs,2021-present,SUV,2.0L turbocharged petrol,4,5,Petrol,"['blue', 'green', 'brown']"
400,edf5be72-e9f2-4ca7-bf9d-a39ee80dba6a,Tata Motors,Altroz,90 hp,113 Nm,"5-speed manual, AMT",Front-wheel drive,19.6 kmpl / 22.4 kmpl,5,₹5.49 lakhs - ₹9.39 lakhs,2020-present,Hatchback,1.2L turbocharged petrol,3,7,CNG,"['black', 'silver', 'green', 'yellow', 'brown']"
401,70bb6aef-375e-45f4-926a-d63ecf211372,Tata Motors,Tiago,70 hp,95 Nm,5-speed manual,Front-wheel drive,23.84 kmpl / 26.59 kmpl,5,₹4.19 lakhs - ₹6.99 lakhs,2016-present,Hatchback,1.2L naturally aspirated petrol,3,4,Diesel,"['silver', 'grey', 'silver', 'brown']"
402,14935476-dbcd-49ae-93cb-25e1d7664496,Tata Motors,Tigor,70 hp,95 Nm,5-speed manual,Front-wheel drive,23.84 kmpl / 26.59 kmpl,5,₹5.49 lakhs - ₹7.49 lakhs,2017-present,Sedan,1.2L naturally aspirated petrol,3,2,Petrol,"['red', 'white', 'black', 'silver', 'green', 'silver']"
403,08992f26-a00f-4fe8-bb0e-0af3a5f55056,Tata Motors,Thar,117 bhp @ 3500 rpm,250 Nm @ 1500-2000 rpm,"5-speed manual, 6-speed automatic","Rear-wheel drive, all-wheel drive",15.2 kmpl / 18 kmpl,5,₹10.55 Lakh - ₹16.78 Lakh,2020-present,SUV,2.0L turbocharged diesel,4,4,CNG,"['white', 'silver']"
